Line Number,Year,Month,State,Labor Force,Employed,Unemployed,Unemployment Rate,Industry,Gender,Education Level,Date Inserted,InsertSource,Data Version,Access Permission,Update Frequency,Aggregation Level,Data Accuracy
1005,2013,August,NY,12302500,11024400,1278100,0.103889453,Agriculture,Female,Doctorate,8/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1006,2013,August,CA,17678400,15576000,2102400,0.11892479,Hospitality,Male,Master's degree,8/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1007,2013,August,CA,103000,94000,9000,0.087378641,Professional and Business S.,Female,Associate's degree,8/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1008,2013,September,NY,14547200,13063100,1484100,0.102019633,finance,Male,Bachelor's,9/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1009,2013,September,NY,12327800,11046400,1281400,0.103943932,Agriculture,Female,Associate's,9/1/2013,Web,V2.3,Public,Monthly,Country,
1010,2013,September,CA,120000,112200,7800,0.065,Hospitality,Male,Master's degree,9/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1011,2013,September,CA,135000,121500,13500,0.1,Technology,Female,Associate's degree,9/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1012,2013,October,NY,90000,81000,9000,0.1,Retail,Male,High School,10/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1013,2013,October,NY,103000,94000,9000,0.087378641,Retail,Female,College,10/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1014,2013,October,CA,65400,62000,3400,0.051987768,Technology,Male,Master's degree,10/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1015,2013,October,CA,5291,5022,269,0.050841051,Retail,Female,Associate's degree,10/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1016,2013,November,NY,14579900,13102700,1477200,0.101317567,Education,Male,Bachelor's,11/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1017,2013,November,NY,12376500,11094400,1282100,0.103591484,Health Care,Female,Master's,11/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1018,2013,November,CA,110000,101200,8800,0.08,Professional and Business S.,Male,Master's degree,11/1/2013,Web,V2.3,Public,Monthly,Country,
1019,2013,November,CA,15321000,14181000,1140000,0.074407676,finance,Female,Associate's degree,11/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1020,2013,December,NY,11404000,10546000,858000,0.075236759,Agriculture,Male,Associate's degree,12/1/2013,Web,V2.3,Public,Monthly,Country,
1021,2013,December,NY,12400000,11118500,1281500,0.103346774,Hospitality,Female,Bachelor's degree,12/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1022,2013,December,CA,11898900,10512000,1386900,0.116556993,Agriculture,Male,High school diploma,12/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1023,2013,December,CA,14813100,13418200,1394900,0.09416665,Hospitality,Female,High school diploma,12/1/2013,Web,V2.3,Public,Monthly,Country,Highly Random
1024,2014,January,NY,14608300,13139300,1469000,0.100559271,Professional and Business S.,Male,Master's degree,1/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1025,2014,January,NY,12422900,11142500,1280400,0.103067722,finance,Female,High School,1/1/2014,Web,V2.3,Public,Monthly,,Highly Random
1026,2014,January,CA,18174600,16220900,1953700,0.107496176,Education,Male,High school diploma,1/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1027,2014,January,CA,90000,82800,7200,0.08,Manufacturing,Female,Master's degree,1/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1028,2014,February,NY,17453900,15732900,1721000,0.098602605,Technology,Male,Bachelor's,2/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1029,2014,February,NY,12195200,11106900,1088300,0.089240029,Retail,Female,College,2/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1030,2014,February,CA,11898900,10512000,1386900,0.116556993,Education,Male,Master's degree,2/1/2014,Web,V2.3,Public,Monthly,Country,
1031,2014,February,CA,14813100,13418200,1394900,0.09416665,Manufacturing,Female,Associate's degree,2/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1032,2014,March,NY,17463300,15759400,1703900,0.097570333,Technology,Male,Bachelor's degree,3/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1033,2014,March,NY,12210700,11114100,1096600,0.089806481,Retail,Female,High school diploma,3/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1034,2014,March,CA,90000,82800,7200,0.08,Agriculture,Male,Bachelor's degree,3/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1035,2014,March,CA,82000,75960,6040,0.073658537,Agriculture,Female,Bachelor's degree,3/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1036,2014,April,NY,17492600,15804800,1687800,0.096486514,Retail,Male,Master's,4/1/2014,Web,V2.3,Public,Monthly,Country,
1037,2014,April,NY,12239900,11148800,1091100,0.089142885,Professional and Business Services,Female,Some College,4/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1038,2014,April,CA,103000,94000,9000,0.087378641,Agriculture,Male,High school diploma,4/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1039,2014,April,CA,120000,112200,7800,0.065,Agriculture,Female,Master's degree,4/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1040,2014,May,NY,135000,121500,13500,0.1,Transportation and Utilities,Male,Bachelor's,5/1/2014,Web,V2.3,Public,Monthly,Country,
1041,2014,May,NY,90000,81000,9000,0.1,"Trade, Transportation, and Utilities",Female,High School,5/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1042,2014,May,CA,103000,94000,9000,0.087378641,Retail,Male,High school diploma,5/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1043,2014,May,CA,65400,62000,3400,0.051987768,Agriculture,Female,Master's degree,5/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1044,2014,June,NY,17534200,15871900,1662300,0.094803299,Manufacturing,Male,Some College,6/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1045,2014,June,NY,12279100,11208600,1070500,0.087180657,Information,Female,Bachelor's,6/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1046,2014,June,CA,230000,207000,23000,0.1,Technology,Male,High school diploma,6/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1047,2014,June,CA,120000,108000,12000,0.1,Retail,Female,Master's degree,6/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1048,2014,July,NY,17561100,15914400,1646700,0.093769752,Professional and Business Services,Male,High School,7/1/2014,Web,V2.3,Public,Monthly,Country,
1049,2014,July,NY,12296400,11234600,1061800,0.086350477,Education and Health,Female,Master's,7/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1050,2014,July,CA,14813100,13418200,1394900,0.09416665,Professional and Business S.,Male,High school diploma,7/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1051,2014,July,CA,817000,754000,63000,0.077111383,Energy,Female,Master's degree,7/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1052,2014,August,NY,407000,378000,29000,0.071253071,Hospitality,Male,Some College,8/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1053,2014,August,NY,12313100,11260000,1053100,0.085526797,Transportation and Utilities,Female,Bachelor's,8/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1054,2014,August,CA,80000,68000,12000,0.15,Agriculture,Male,High school diploma,8/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1055,2014,August,CA,75000,68000,7000,0.093333333,Retail,Female,Master's degree,8/1/2014,Web,V2.3,Public,Monthly,Country,
1056,2014,September,NY,17599700,15984100,1615600,0.091797019,Construction,Male,High School,9/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1057,2014,September,NY,12326200,11288600,1037600,0.084178417,Education and Health,Female,Master's,9/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1058,2014,September,CA,1270000,1148000,122000,0.096062992,Agriculture,Male,Master's degree,9/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1059,2014,September,CA,750000,675000,75000,0.1,Technology,Female,Associate's degree,9/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1060,2014,October,NY,14432900,12825200,1607700,0.111391335,Retail,Male,Bachelor's degree,10/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1061,2014,October,NY,11848900,10456700,1392200,0.117496139,Manufacturing,Female,High school diploma,10/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1062,2014,October,CA,9800000,9082500,717500,0.073214286,Retail,Male,Bachelor's degree,10/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1063,2014,October,CA,8700000,8047500,652500,0.075,Education,Female,Bachelor's degree,10/1/2014,Web,V2.3,Public,Monthly,,Highly Random
1064,2014,November,NY,135000,121500,13500,0.1,Manufacturing,Male,Bachelor's,11/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1065,2014,November,NY,90000,81000,9000,0.1,Technology,Female,Some College,11/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1066,2014,November,CA,103000,94000,9000,0.087378641,Retail,Male,High school diploma,11/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1067,2014,November,CA,15321000,14181000,1140000,0.074407676,Education,Female,Master's degree,11/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1068,2014,December,NY,11404000,10546000,858000,0.075236759,Manufacturing,Male,Associate,12/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1069,2014,December,NY,11898900,10512000,1386900,0.116556993,Technology,Female,High School,12/1/2014,Web,V2.3,Public,Monthly,Country,
1070,2014,December,CA,14813100,13418200,1394900,0.09416665,Retail,Male,High school diploma,12/1/2014,Web,V2.3,Public,Monthly,Country,Highly Random
1071,2014,December,CA,230000,207000,23000,0.1,Hospitality,Female,Master's degree,12/1/2014,Web,V2.3,Public,Monthly,,Highly Random
1072,2015,January,NY,120000,108000,12000,0.1,Professional and Business S.,Male,Some College,1/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1073,2015,January,NY,11931200,10535500,1395700,0.116979013,Manufacturing,Female,Bachelor's,1/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1074,2015,January,CA,68000,63000,5000,0.073529412,Agriculture,Male,High school diploma,1/1/2015,Web,V2.3,Public,Monthly,Country,
1075,2015,January,CA,53800,45900,7900,0.146840149,Agriculture,Female,Master's degree,1/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1076,2015,February,NY,14467400,12838200,1629200,0.112611803,Education,Male,Associate's degree,2/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
,,,,,,,,,,,,,,,,,
1077,2015,February,NY,11963800,10561900,1401900,0.117178488,Health Care,Female,Bachelor's degree,2/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1078,2015,February,CA,13270900,12282200,988700,0.074501353,Agriculture,Male,High school diploma,2/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1079,2015,February,CA,41811,31974,9837,0.235273014,Technology,Female,High school diploma,2/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1080,2015,March,NY,14469100,12840600,1628500,0.112550193,Retail,Male,Master's degree,3/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1081,2015,March,NY,11994100,10587600,1406500,0.117265989,Finance,Female,High School,3/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1082,2015,March,CA,17678400,15576000,2102400,0.11892479,Agriculture,Male,High school diploma,3/1/2015,Web,V2.3,Public,Monthly,Country,
1083,2015,March,CA,85000,74250,10750,0.126470588,Professional and Business S.,Female,Master's degree,3/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1084,2015,April,NY,14469900,12842900,1627000,0.112440307,Energy,Male,Some College,4/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1085,2015,April,NY,12020400,10612300,1408100,0.117142524,Hospitality,Female,Bachelor's,4/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1086,2015,April,CA,13270900,12282200,988700,0.074501353,Technology,Male,Bachelor's degree,4/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1087,2015,April,CA,3675600,3230100,445500,0.121204701,Retail,Female,Bachelor's degree,4/1/2015,Web,V2.3,Public,Monthly,Country,
1088,2015,May,NY,14468800,12845400,1623400,0.112200044,Manufacturing,Male,Associate,5/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1089,2015,May,NY,12043500,10633300,1410200,0.117092207,Education,Female,High School,5/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1090,2015,May,CA,14813100,13418200,1394900,0.09416665,Technology,Male,High school diploma,5/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1091,2015,May,CA,15321000,14181000,1140000,0.074407676,Retail,Female,Master's degree,5/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1092,2015,June,NY,11404000,10546000,858000,0.075236759,Energy,Male,Associate's,6/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1093,2015,June,NY,12189600,10906500,1283100,0.105261863,Hospitality,Female,High School,6/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1094,2015,June,CA,90000,82800,7200,0.08,Agriculture,Male,High school diploma,6/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1095,2015,June,CA,82000,75960,6040,0.073658537,Agriculture,Female,Master's degree,6/1/2015,Web,V2.3,Public,Monthly,Country,
1096,2015,July,NY,14805900,13402800,1403100,0.094766276,Manufacturing,Male,Bachelor's,7/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1097,2015,July,NY,12256700,10931700,1325000,0.108104139,Health Care,Female,Some College,7/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1098,2015,July,CA,17492600,15804800,1687800,0.096486514,Professional and Business S.,Male,High school diploma,7/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1099,2015,July,CA,12239900,11148800,1091100,0.089142885,Energy,Female,Master's degree,7/1/2015,Web,V2.3,Public,Monthly,Country,
1100,2015,August,NY,14802200,13398600,1403600,0.094823742,Hospitality,Male,Bachelor's degree,8/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1101,2015,August,NY,12301400,10951600,1349800,0.109727348,Construction,Female,High school diploma,8/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1102,2015,August,CA,103000,94000,9000,0.087378641,Education,Male,Master's degree,8/1/2015,Web,V2.3,Public,Monthly,,Highly Random
1103,2015,August,CA,17678400,15576000,2102400,0.11892479,Manufacturing,Female,Associate's degree,8/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1104,2015,September,NY,14810100,13413800,1396300,0.094280255,Technology,Male,Bachelor's degree,9/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1105,2015,September,NY,12357400,10977300,1380100,0.111682069,Retail,Female,High school diploma,9/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1106,2015,September,CA,3484800,3241600,243200,0.069788797,Education,Male,High school diploma,9/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1107,2015,September,CA,3486900,3244100,242800,0.069632051,Manufacturing,Female,Bachelor's degree,9/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1108,2015,October,NY,14798100,13395600,1402500,0.094775681,Technology,Male,Bachelor's degree,10/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1109,2015,October,NY,12320000,10966700,1353300,0.109845779,Retail,Female,Bachelor's degree,10/1/2015,Web,V2.3,Public,Monthly,,Highly Random
1110,2015,October,CA,5291,5022,269,0.050841051,Agriculture,Male,High school diploma,10/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1111,2015,October,CA,817000,754000,63000,0.077111383,Agriculture,Female,Master's degree,10/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1112,2015,November,NY,407000,378000,29000,0.071253071,Manufacturing,Male,Bachelor's,11/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1113,2015,November,NY,12379600,10995300,1384300,0.11182106,Health Care,Female,Master's,11/1/2015,Web,V2.3,Public,Monthly,Country,
1114,2015,November,CA,13270900,12282200,988700,0.074501353,Professional and Business S.,Male,High school diploma,11/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1115,2015,November,CA,90000,81000,9000,0.1,Energy,Female,Master's degree,11/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1116,2015,December,NY,14801300,13399500,1401800,0.094707897,Hospitality,Male,Associate's degree,12/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1117,2015,December,NY,12404400,10987800,1416600,0.114201412,Construction,Female,Bachelor's degree,12/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1118,2015,December,CA,230000,207000,23000,0.1,Finance,Male,High school diploma,12/1/2015,Web,V2.3,Public,Monthly,Country,
1119,2015,December,CA,120000,108000,12000,0.1,Professional and Business S.,Female,Master's degree,12/1/2015,Web,V2.3,Public,Monthly,Country,Highly Random
1120,2016,January,NY,15238900,14064200,1174700,0.077085616,Energy,Male,Some College,1/1/2016,Web,V2.3,Public,Monthly,Country,Highly Random
1121,2016,January,NY,12169700,11209100,960600,0.078933745,Hospitality,Female,Bachelor's,1/1/2016,Web,V2.3,Public,Monthly,Country,Highly Random
1122,2016,January,CA,17492600,15804800,1687800,0.096486514,Technology,Male,High school diploma,1/1/2016,Web,V2.3,Public,Monthly,Country,Highly Random
1123,2016,January,CA,12239900,11148800,1091100,0.089142885,Retail,Female,Master's degree,1/1/2016,Web,V2.3,Public,Monthly,Country,Highly Random
1124,2016,February,NY,15289100,14051600,1237500,0.080940016,Healthcare,Male,Associate's degree,2/1/2016,Web,V2.3,Public,Monthly,Country,Highly Random
1125,2016,February,NY,12195200,11236900,958300,0.078580097,Technology,Female,Bachelor's degree,2/1/2016,Web,V2.3,Public,Monthly,Country,Highly Random
1126,2016,February,CA,17678400,15576000,2102400,0.11892479,Agriculture,Male,High school diploma,2/1/2016,Web,V2.3,Public,Monthly,Country,Highly Random
1127,2016,February,CA,103000,94000,9000,0.087378641,Agriculture,Female,Master's degree,2/1/2016,Web,V2.3,Public,Monthly,Country,Highly Random
1128,2016,March,NY,15329200,14102700,1226500,0.080010699,Education,Male,Associate's degree,3/1/2016,Web,V2.3,Public,Monthly,Country,Highly Random
1129,2016,March,NY,12241400,11242500,998900,0.081600144,Construction,Female,Bachelor's degree,3/1/2016,Web,V2.3,Public,Monthly,,Highly Random
1130,2016,March,CA,3475600,3230100,245500,0.070635286,Technology,Male,High school diploma,3/1/2016,Web,V2.3,Public,Monthly,Country,Highly Random
